t (s)	T [K]	Ibias (A)	Vbias [V]	Rrem(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	Rterm(ohm)	After Loop Nº
6.6490759E+2	1.0444748E+2	2.9360631E-6	1.0000000E-1	3.4059215E+4	1.0004640E-1	3.4075020E+4	-4.6400000E-5	-1.5803475E+1	1.3680282E+1	7.0000000E+0
6.6505811E+2	1.0440168E+2	3.0445010E-6	1.0000000E-1	3.2846105E+4	1.0005140E-1	3.2862988E+4	-5.1399998E-5	-1.6882898E+1	1.3683282E+1	7.0000000E+0
6.6520831E+2	1.0435635E+2	3.3109850E-6	1.0000000E-1	3.0202492E+4	1.0006640E-1	3.0222547E+4	-6.6400004E-5	-2.0054455E+1	1.3686254E+1	7.0000000E+0
6.6535858E+2	1.0430868E+2	2.9631899E-6	1.0000000E-1	3.3747414E+4	1.0009570E-1	3.3779711E+4	-9.5700001E-5	-3.2296276E+1	1.3689382E+1	7.0000000E+0
6.6550885E+2	1.0426468E+2	3.3125370E-6	1.0000000E-1	3.0188342E+4	1.0004620E-1	3.0202289E+4	-4.6199999E-5	-1.3947014E+1	1.3692272E+1	7.0000000E+0
6.6565912E+2	1.0421937E+2	2.9648941E-6	1.0000000E-1	3.3728020E+4	1.0008170E-1	3.3755574E+4	-8.1699996E-5	-2.7555792E+1	1.3695250E+1	7.0000000E+0
6.6580939E+2	1.0417443E+2	3.0997230E-6	1.0000000E-1	3.2260947E+4	9.9997282E-2	3.2260070E+4	2.7200001E-6	8.7749779E-1	1.3698206E+1	7.0000000E+0
6.6595990E+2	1.0412729E+2	2.8623840E-6	1.0000000E-1	3.4935914E+4	1.0007760E-1	3.4963023E+4	-7.7600002E-5	-2.7110270E+1	1.3701310E+1	7.0000000E+0
6.6611017E+2	1.0408246E+2	3.1485779E-6	1.0000000E-1	3.1760369E+4	1.0009240E-1	3.1789717E+4	-9.2399998E-5	-2.9346581E+1	1.3704264E+1	7.0000000E+0
6.6626044E+2	1.0403952E+2	3.1886809E-6	1.0000000E-1	3.1360930E+4	1.0009500E-1	3.1390723E+4	-9.5000003E-5	-2.9792883E+1	1.3707096E+1	7.0000000E+0
6.6641071E+2	1.0399192E+2	2.9541020E-6	1.0000000E-1	3.3851234E+4	1.0000490E-1	3.3852895E+4	-4.9000000E-6	-1.6587105E+0	1.3710238E+1	7.0000000E+0
6.6656122E+2	1.0395035E+2	3.2165119E-6	1.0000000E-1	3.1089578E+4	1.0011430E-1	3.1125113E+4	-1.1430000E-4	-3.5535389E+1	1.3712984E+1	7.0000000E+0
6.6671149E+2	1.0390247E+2	2.8401280E-6	1.0000000E-1	3.5209680E+4	1.0007330E-1	3.5235488E+4	-7.3299998E-5	-2.5808697E+1	1.3716150E+1	7.0000000E+0
6.6686176E+2	1.0385683E+2	3.2897231E-6	1.0000000E-1	3.0397695E+4	1.0009360E-1	3.0426148E+4	-9.3600000E-5	-2.8452244E+1	1.3719170E+1	7.0000000E+0
6.6701196E+2	1.0381726E+2	2.8840000E-6	1.0000000E-1	3.4674062E+4	1.0016230E-1	3.4730340E+4	-1.6230000E-4	-5.6276005E+1	1.3721790E+1	7.0000000E+0
6.6716223E+2	1.0377203E+2	3.2703840E-6	1.0000000E-1	3.0577449E+4	1.0008050E-1	3.0602064E+4	-8.0500002E-5	-2.4614847E+1	1.3724788E+1	7.0000000E+0
6.6731250E+2	1.0372144E+2	2.9396340E-6	1.0000000E-1	3.4017840E+4	1.0010960E-1	3.4055125E+4	-1.0960000E-4	-3.7283554E+1	1.3728144E+1	7.0000000E+0
6.6746301E+2	1.0368041E+2	3.2487010E-6	1.0000000E-1	3.0781533E+4	1.0010620E-1	3.0814225E+4	-1.0620000E-4	-3.2689987E+1	1.3730868E+1	7.0000000E+0
6.6761328E+2	1.0363339E+2	2.8826571E-6	1.0000000E-1	3.4690219E+4	1.0011080E-1	3.4728656E+4	-1.1080000E-4	-3.8436760E+1	1.3733992E+1	7.0000000E+0
6.6776331E+2	1.0358702E+2	3.2112500E-6	1.0000000E-1	3.1140521E+4	1.0004000E-1	3.1152979E+4	-3.9999999E-5	-1.2456208E+1	1.3737076E+1	7.0000000E+0
6.6791382E+2	1.0354388E+2	3.0602041E-6	1.0000000E-1	3.2677561E+4	1.0004520E-1	3.2692330E+4	-4.5199999E-5	-1.4770257E+1	1.3739948E+1	7.0000000E+0
6.6806409E+2	1.0349857E+2	3.0783449E-6	1.0000000E-1	3.2484988E+4	1.0001680E-1	3.2490445E+4	-1.6800001E-5	-5.4574780E+0	1.3742966E+1	7.0000000E+0
6.6821460E+2	1.0345235E+2	2.8460020E-6	1.0000000E-1	3.5137008E+4	1.0005210E-1	3.5155316E+4	-5.2100000E-5	-1.8306381E+1	1.3746048E+1	7.0000000E+0
6.6836487E+2	1.0340652E+2	3.1489681E-6	1.0000000E-1	3.1756436E+4	1.0007860E-1	3.1781396E+4	-7.8600002E-5	-2.4960558E+1	1.3749106E+1	7.0000000E+0
6.6851538E+2	1.0336349E+2	3.2259450E-6	1.0000000E-1	3.0998668E+4	1.0008740E-1	3.1025762E+4	-8.7400003E-5	-2.7092836E+1	1.3751980E+1	7.0000000E+0
6.6866565E+2	1.0331549E+2	3.2423441E-6	1.0000000E-1	3.0841885E+4	1.0001440E-1	3.0846326E+4	-1.4400000E-5	-4.4412313E+0	1.3755188E+1	7.0000000E+0
6.6881616E+2	1.0327223E+2	2.7905389E-6	1.0000000E-1	3.5835371E+4	1.0004400E-1	3.5851137E+4	-4.4000000E-5	-1.5767563E+1	1.3758082E+1	7.0000000E+0
6.6896613E+2	1.0322524E+2	2.9645610E-6	1.0000000E-1	3.3731809E+4	9.9999428E-2	3.3731613E+4	5.7000000E-7	1.9227131E-1	1.3761228E+1	7.0000000E+0
6.6911639E+2	1.0317925E+2	3.1079001E-6	1.0000000E-1	3.2176068E+4	1.0013080E-1	3.2218154E+4	-1.3080001E-4	-4.2086296E+1	1.3764310E+1	7.0000000E+0
6.6926691E+2	1.0313489E+2	3.0915401E-6	1.0000000E-1	3.2346338E+4	1.0009240E-1	3.2376227E+4	-9.2399998E-5	-2.9888018E+1	1.3767286E+1	7.0000000E+0
6.6941718E+2	1.0308927E+2	2.9051739E-6	1.0000000E-1	3.4421348E+4	1.0011550E-1	3.4461102E+4	-1.1550000E-4	-3.9756657E+1	1.3770348E+1	7.0000000E+0
6.6956744E+2	1.0304310E+2	3.1665970E-6	1.0000000E-1	3.1579643E+4	1.0004000E-1	3.1592273E+4	-3.9999999E-5	-1.2631857E+1	1.3773450E+1	7.0000000E+0
6.6971771E+2	1.0299572E+2	3.2128939E-6	1.0000000E-1	3.1124588E+4	1.0007210E-1	3.1147027E+4	-7.2100003E-5	-2.2440828E+1	1.3776636E+1	7.0000000E+0
6.6986798E+2	1.0295272E+2	3.1207560E-6	1.0000000E-1	3.2043518E+4	1.0006950E-1	3.2065787E+4	-6.9499998E-5	-2.2270245E+1	1.3779530E+1	7.0000000E+0
6.7001825E+2	1.0290887E+2	3.1560030E-6	1.0000000E-1	3.1685648E+4	1.0011460E-1	3.1721959E+4	-1.1460000E-4	-3.6311752E+1	1.3782484E+1	7.0000000E+0
6.7016852E+2	1.0286098E+2	2.7879919E-6	1.0000000E-1	3.5868109E+4	1.0004310E-1	3.5883566E+4	-4.3100001E-5	-1.5459155E+1	1.3785712E+1	7.0000000E+0
6.7031903E+2	1.0281871E+2	2.7419501E-6	1.0000000E-1	3.6470395E+4	1.0006120E-1	3.6492715E+4	-6.1200000E-5	-2.2319881E+1	1.3788564E+1	7.0000000E+0
6.7046899E+2	1.0276964E+2	2.9103830E-6	1.0000000E-1	3.4359738E+4	1.0002920E-1	3.4369773E+4	-2.9200000E-5	-1.0033044E+1	1.3791878E+1	7.0000000E+0
6.7061926E+2	1.0272312E+2	3.1297170E-6	1.0000000E-1	3.1951771E+4	1.0001250E-1	3.1955766E+4	-1.2500000E-5	-3.9939713E+0	1.3795022E+1	7.0000000E+0
6.7076953E+2	1.0267452E+2	2.8800921E-6	1.0000000E-1	3.4721113E+4	1.0005780E-1	3.4741184E+4	-5.7800000E-5	-2.0068804E+1	1.3798310E+1	7.0000000E+0
6.7092004E+2	1.0262868E+2	2.8714289E-6	1.0000000E-1	3.4825867E+4	1.0009670E-1	3.4859543E+4	-9.6700001E-5	-3.3676613E+1	1.3801414E+1	7.0000000E+0
6.7107031E+2	1.0258072E+2	2.7313590E-6	1.0000000E-1	3.6611812E+4	1.0004540E-1	3.6628434E+4	-4.5400000E-5	-1.6621763E+1	1.3804664E+1	7.0000000E+0
6.7122058E+2	1.0253685E+2	2.9416619E-6	1.0000000E-1	3.3994387E+4	1.0001920E-1	3.4000914E+4	-1.9200001E-5	-6.5269227E+0	1.3807640E+1	7.0000000E+0
6.7137085E+2	1.0248989E+2	2.9896621E-6	1.0000000E-1	3.3448598E+4	1.0002110E-1	3.3455656E+4	-2.1100001E-5	-7.0576539E+0	1.3810828E+1	7.0000000E+0
6.7152112E+2	1.0244176E+2	2.7237879E-6	1.0000000E-1	3.6713578E+4	1.0006000E-1	3.6735605E+4	-5.9999998E-5	-2.2028147E+1	1.3814098E+1	7.0000000E+0
6.7167163E+2	1.0239580E+2	3.1480211E-6	1.0000000E-1	3.1765988E+4	1.0006690E-1	3.1787240E+4	-6.6900000E-5	-2.1251446E+1	1.3817224E+1	7.0000000E+0
6.7182190E+2	1.0234686E+2	3.1092700E-6	1.0000000E-1	3.2161891E+4	1.0008550E-1	3.2189389E+4	-8.5500003E-5	-2.7498417E+1	1.3820556E+1	7.0000000E+0
6.7197217E+2	1.0230067E+2	2.8772499E-6	1.0000000E-1	3.4755410E+4	1.0009790E-1	3.4789434E+4	-9.7900003E-5	-3.4025547E+1	1.3823702E+1	7.0000000E+0
6.7212238E+2	1.0225581E+2	2.6902351E-6	1.0000000E-1	3.7171473E+4	1.0012630E-1	3.7218422E+4	-1.2630000E-4	-4.6947571E+1	1.3826762E+1	7.0000000E+0
6.7227289E+2	1.0220517E+2	2.8678719E-6	1.0000000E-1	3.4869059E+4	9.9995613E-2	3.4867527E+4	4.3900000E-6	1.5307517E+0	1.3830218E+1	7.0000000E+0
6.7242316E+2	1.0215912E+2	2.7131830E-6	1.0000000E-1	3.6857078E+4	1.0003260E-1	3.6869094E+4	-3.2600001E-5	-1.2015408E+1	1.3833364E+1	7.0000000E+0
6.7257343E+2	1.0210945E+2	2.8996710E-6	1.0000000E-1	3.4486672E+4	9.9940300E-2	3.4466082E+4	5.9700000E-5	2.0588543E+1	1.3836760E+1	7.0000000E+0
6.7272369E+2	1.0206103E+2	2.8396630E-6	1.0000000E-1	3.5215445E+4	1.0011980E-1	3.5257633E+4	-1.1980000E-4	-4.2188107E+1	1.3840074E+1	7.0000000E+0
6.7287421E+2	1.0201330E+2	3.1229170E-6	1.0000000E-1	3.2021344E+4	1.0008410E-1	3.2048273E+4	-8.4100000E-5	-2.6929951E+1	1.3843344E+1	7.0000000E+0
6.7302448E+2	1.0196683E+2	2.7211020E-6	1.0000000E-1	3.6749816E+4	1.0007240E-1	3.6776422E+4	-7.2399998E-5	-2.6606867E+1	1.3846530E+1	7.0000000E+0
6.7317474E+2	1.0191763E+2	3.1149509E-6	1.0000000E-1	3.2103234E+4	1.0006830E-1	3.2125160E+4	-6.8300003E-5	-2.1926508E+1	1.3849906E+1	7.0000000E+0
6.7332501E+2	1.0186945E+2	2.7159781E-6	1.0000000E-1	3.6819148E+4	1.0008500E-1	3.6850445E+4	-8.5000000E-5	-3.1296278E+1	1.3853216E+1	7.0000000E+0
6.7347528E+2	1.0181854E+2	2.9707271E-6	1.0000000E-1	3.3661793E+4	1.0007190E-1	3.3685996E+4	-7.1900002E-5	-2.4202829E+1	1.3856716E+1	7.0000000E+0
6.7362579E+2	1.0177376E+2	3.0843689E-6	1.0000000E-1	3.2421543E+4	1.0008910E-1	3.2450430E+4	-8.9100002E-5	-2.8887594E+1	1.3859798E+1	7.0000000E+0
6.7377606E+2	1.0172443E+2	2.7294320E-6	1.0000000E-1	3.6637660E+4	1.0004880E-1	3.6655539E+4	-4.8800001E-5	-1.7879177E+1	1.3863196E+1	7.0000000E+0
6.7392633E+2	1.0167456E+2	3.0908200E-6	1.0000000E-1	3.2353873E+4	1.0007600E-1	3.2378463E+4	-7.5999997E-5	-2.4588943E+1	1.3866634E+1	7.0000000E+0
6.7407654E+2	1.0162714E+2	2.6378880E-6	1.0000000E-1	3.7909113E+4	1.0003850E-1	3.7923711E+4	-3.8499998E-5	-1.4595010E+1	1.3869906E+1	7.0000000E+0
6.7422711E+2	1.0157890E+2	2.7591620E-6	1.0000000E-1	3.6242887E+4	1.0010100E-1	3.6279492E+4	-1.0100000E-4	-3.6605316E+1	1.3873238E+1	7.0000000E+0
6.7437738E+2	1.0152886E+2	2.9511989E-6	1.0000000E-1	3.3884531E+4	1.0008070E-1	3.3911879E+4	-8.0700003E-5	-2.7344818E+1	1.3876698E+1	7.0000000E+0
6.7452759E+2	1.0147889E+2	2.9663149E-6	1.0000000E-1	3.3711863E+4	1.0010740E-1	3.3748066E+4	-1.0740000E-4	-3.6206539E+1	1.3880156E+1	7.0000000E+0
6.7467816E+2	1.0143137E+2	2.6161210E-6	1.0000000E-1	3.8224531E+4	1.0007260E-1	3.8252281E+4	-7.2600000E-5	-2.7751011E+1	1.3883448E+1	7.0000000E+0
6.7482843E+2	1.0138483E+2	2.6285729E-6	1.0000000E-1	3.8043457E+4	1.0007260E-1	3.8071074E+4	-7.2600000E-5	-2.7619549E+1	1.3886674E+1	7.0000000E+0
6.7497864E+2	1.0133224E+2	2.8181730E-6	1.0000000E-1	3.5483980E+4	1.0011430E-1	3.5524539E+4	-1.1430000E-4	-4.0558193E+1	1.3890324E+1	7.0000000E+0
6.7512891E+2	1.0128300E+2	2.7856449E-6	1.0000000E-1	3.5898328E+4	1.0001130E-1	3.5902387E+4	-1.1300000E-5	-4.0565109E+0	1.3893744E+1	7.0000000E+0
6.7527917E+2	1.0123450E+2	3.0477961E-6	1.0000000E-1	3.2810594E+4	1.0006550E-1	3.2832086E+4	-6.5499997E-5	-2.1490940E+1	1.3897116E+1	7.0000000E+0
6.7542944E+2	1.0118479E+2	2.9477651E-6	1.0000000E-1	3.3924008E+4	1.0010000E-1	3.3957930E+4	-9.9999997E-5	-3.3924007E+1	1.3900576E+1	7.0000000E+0
6.7557971E+2	1.0113544E+2	2.9557179E-6	1.0000000E-1	3.3832727E+4	1.0010810E-1	3.3869301E+4	-1.0810000E-4	-3.6573177E+1	1.3904014E+1	7.0000000E+0
6.7573022E+2	1.0108553E+2	3.0312949E-6	1.0000000E-1	3.2989199E+4	1.0011170E-1	3.3026051E+4	-1.1170000E-4	-3.6848938E+1	1.3907494E+1	7.0000000E+0
6.7588049E+2	1.0103626E+2	2.7117530E-6	1.0000000E-1	3.6876516E+4	1.0005780E-1	3.6897828E+4	-5.7800000E-5	-2.1314625E+1	1.3910932E+1	7.0000000E+0
6.7603076E+2	1.0098408E+2	2.9211030E-6	1.0000000E-1	3.4233645E+4	1.0009770E-1	3.4267090E+4	-9.7700002E-5	-3.3446270E+1	1.3914578E+1	7.0000000E+0
6.7618103E+2	1.0093703E+2	3.0257829E-6	1.0000000E-1	3.3049297E+4	1.0005860E-1	3.3068664E+4	-5.8599999E-5	-1.9366888E+1	1.3917868E+1	7.0000000E+0
6.7633124E+2	1.0088728E+2	2.7951780E-6	1.0000000E-1	3.5775898E+4	1.0010100E-1	3.5812031E+4	-1.0100000E-4	-3.6133656E+1	1.3921350E+1	7.0000000E+0
6.7648151E+2	1.0083789E+2	2.9362709E-6	1.0000000E-1	3.4056801E+4	1.0009720E-1	3.4089906E+4	-9.7199998E-5	-3.3103210E+1	1.3924810E+1	7.0000000E+0
6.7663202E+2	1.0078738E+2	2.5737179E-6	1.0000000E-1	3.8854297E+4	1.0004810E-1	3.8872984E+4	-4.8099999E-5	-1.8688915E+1	1.3928352E+1	7.0000000E+0
6.7678229E+2	1.0073988E+2	2.6518801E-6	1.0000000E-1	3.7709098E+4	1.0004730E-1	3.7726934E+4	-4.7300000E-5	-1.7836403E+1	1.3931686E+1	7.0000000E+0
6.7693256E+2	1.0068913E+2	2.7334290E-6	1.0000000E-1	3.6584086E+4	1.0005740E-1	3.6605086E+4	-5.7400001E-5	-2.0999266E+1	1.3935252E+1	7.0000000E+0
6.7708282E+2	1.0063879E+2	2.6058840E-6	1.0000000E-1	3.8374695E+4	9.9988222E-2	3.8370172E+4	1.1780000E-5	4.5205388E+0	1.3938792E+1	7.0000000E+0
6.7723309E+2	1.0058727E+2	2.5702880E-6	1.0000000E-1	3.8906145E+4	1.0003970E-1	3.8921590E+4	-3.9700000E-5	-1.5445740E+1	1.3942420E+1	7.0000000E+0
6.7738336E+2	1.0053757E+2	2.7188210E-6	1.0000000E-1	3.6780648E+4	9.9966533E-2	3.6768340E+4	3.3470002E-5	1.2310483E+1	1.3945922E+1	7.0000000E+0
6.7753363E+2	1.0048942E+2	2.7906160E-6	1.0000000E-1	3.5834383E+4	9.9991322E-2	3.5831273E+4	8.6800001E-6	3.1104243E+0	1.3949318E+1	7.0000000E+0
6.7768384E+2	1.0044279E+2	2.6834341E-6	1.0000000E-1	3.7265684E+4	1.0008310E-1	3.7296652E+4	-8.3100000E-5	-3.0967783E+1	1.3952610E+1	7.0000000E+0
6.7783411E+2	1.0039150E+2	2.6139830E-6	1.0000000E-1	3.8255797E+4	1.0005240E-1	3.8275844E+4	-5.2399999E-5	-2.0046038E+1	1.3956234E+1	7.0000000E+0
6.7798438E+2	1.0034230E+2	2.6824700E-6	1.0000000E-1	3.7279074E+4	1.0007570E-1	3.7307297E+4	-7.5700002E-5	-2.8220261E+1	1.3959714E+1	7.0000000E+0
6.7813464E+2	1.0029372E+2	2.8161430E-6	1.0000000E-1	3.5509559E+4	1.0004570E-1	3.5525789E+4	-4.5699999E-5	-1.6227869E+1	1.3963154E+1	7.0000000E+0
6.7828516E+2	1.0024461E+2	2.6181060E-6	1.0000000E-1	3.8195551E+4	1.0009410E-1	3.8231492E+4	-9.4100003E-5	-3.5942013E+1	1.3966634E+1	7.0000000E+0
6.7843542E+2	1.0019524E+2	2.9655480E-6	1.0000000E-1	3.3720582E+4	1.0007620E-1	3.3746277E+4	-7.6199998E-5	-2.5695082E+1	1.3970136E+1	7.0000000E+0
6.7858569E+2	1.0014595E+2	2.7772960E-6	1.0000000E-1	3.6006246E+4	1.0004190E-1	3.6021332E+4	-4.1899999E-5	-1.5086617E+1	1.3973636E+1	7.0000000E+0
6.7873596E+2	1.0009791E+2	2.8687641E-6	1.0000000E-1	3.4858219E+4	1.0006210E-1	3.4879863E+4	-6.2100000E-5	-2.1646954E+1	1.3977050E+1	7.0000000E+0
6.7888647E+2	1.0004897E+2	2.5701770E-6	1.0000000E-1	3.8907828E+4	1.0005590E-1	3.8929574E+4	-5.5900000E-5	-2.1749475E+1	1.3980532E+1	7.0000000E+0
6.7903674E+2	9.9998604E+1	2.8366419E-6	1.0000000E-1	3.5252949E+4	1.0009150E-1	3.5285207E+4	-9.1499998E-5	-3.2256451E+1	1.3984118E+1	7.0000000E+0
6.7918701E+2	9.9951233E+1	2.4977419E-6	1.0000000E-1	4.0036160E+4	1.0003970E-1	4.0052055E+4	-3.9700000E-5	-1.5894356E+1	1.3987494E+1	7.0000000E+0
6.7933728E+2	9.9903633E+1	2.8186801E-6	1.0000000E-1	3.5477598E+4	1.0003090E-1	3.5488562E+4	-3.0899999E-5	-1.0962578E+1	1.3990890E+1	7.0000000E+0
6.7948749E+2	9.9857277E+1	2.9433011E-6	1.0000000E-1	3.3975457E+4	1.0010000E-1	3.4009434E+4	-9.9999997E-5	-3.3975460E+1	1.3994200E+1	7.0000000E+0
6.7963776E+2	9.9804779E+1	2.5878330E-6	1.0000000E-1	3.8642371E+4	1.0007790E-1	3.8672473E+4	-7.7899997E-5	-3.0102406E+1	1.3997952E+1	7.0000000E+0
6.7978827E+2	9.9757286E+1	2.9369139E-6	1.0000000E-1	3.4049344E+4	1.0005590E-1	3.4068379E+4	-5.5900000E-5	-1.9033585E+1	1.4001350E+1	7.0000000E+0
6.7993829E+2	9.9709831E+1	2.5143941E-6	1.0000000E-1	3.9771016E+4	1.0016130E-1	3.9835164E+4	-1.6130001E-4	-6.4150650E+1	1.4004748E+1	7.0000000E+0
6.8008856E+2	9.9664185E+1	2.5721390E-6	1.0000000E-1	3.8878148E+4	1.0003950E-1	3.8893504E+4	-3.9499999E-5	-1.5356869E+1	1.4008020E+1	7.0000000E+0
6.8023907E+2	9.9618935E+1	2.7638159E-6	1.0000000E-1	3.6181859E+4	1.0005450E-1	3.6201578E+4	-5.4500000E-5	-1.9719112E+1	1.4011266E+1	7.0000000E+0
6.8038934E+2	9.9571609E+1	2.4819019E-6	1.0000000E-1	4.0291680E+4	1.0005430E-1	4.0313559E+4	-5.4299999E-5	-2.1878382E+1	1.4014664E+1	7.0000000E+0
6.8053961E+2	9.9521469E+1	2.5603490E-6	1.0000000E-1	3.9057176E+4	1.0004660E-1	3.9075375E+4	-4.6599998E-5	-1.8200644E+1	1.4018268E+1	7.0000000E+0
6.8068988E+2	9.9476318E+1	2.7139540E-6	1.0000000E-1	3.6846609E+4	1.0003610E-1	3.6859910E+4	-3.6099998E-5	-1.3301625E+1	1.4021516E+1	7.0000000E+0
6.8084009E+2	9.9433205E+1	2.8958700E-6	1.0000000E-1	3.4531937E+4	1.0007570E-1	3.4558078E+4	-7.5700002E-5	-2.6140676E+1	1.4024620E+1	7.0000000E+0
6.8099036E+2	9.9385445E+1	2.7955400E-6	1.0000000E-1	3.5771266E+4	1.0008100E-1	3.5800238E+4	-8.0999998E-5	-2.8974724E+1	1.4028062E+1	7.0000000E+0
6.8114093E+2	9.9341301E+1	2.4713279E-6	1.0000000E-1	4.0464074E+4	1.0005470E-1	4.0486207E+4	-5.4700002E-5	-2.2133848E+1	1.4031246E+1	7.0000000E+0
6.8129114E+2	9.9295982E+1	2.6409450E-6	1.0000000E-1	3.7865234E+4	9.9987268E-2	3.7860414E+4	1.2730000E-5	4.8202443E+0	1.4034518E+1	7.0000000E+0
6.8144141E+2	9.9249290E+1	2.8839090E-6	1.0000000E-1	3.4675156E+4	1.0009720E-1	3.4708863E+4	-9.7199998E-5	-3.3704254E+1	1.4037892E+1	7.0000000E+0
6.8159167E+2	9.9204956E+1	2.8337281E-6	1.0000000E-1	3.5289203E+4	1.0006740E-1	3.5312988E+4	-6.7399997E-5	-2.3784922E+1	1.4041098E+1	7.0000000E+0
6.8174194E+2	9.9161247E+1	2.7518199E-6	1.0000000E-1	3.6339586E+4	1.0008620E-1	3.6370910E+4	-8.6200002E-5	-3.1324724E+1	1.4044262E+1	7.0000000E+0
6.8189246E+2	9.9118401E+1	2.8535021E-6	1.0000000E-1	3.5044656E+4	1.0011360E-1	3.5084469E+4	-1.1360000E-4	-3.9810730E+1	1.4047366E+1	7.0000000E+0
6.8204272E+2	9.9075348E+1	2.8305051E-6	1.0000000E-1	3.5329383E+4	1.0008760E-1	3.5360332E+4	-8.7599998E-5	-3.0948542E+1	1.4050488E+1	7.0000000E+0
6.8219269E+2	9.9032272E+1	2.7457429E-6	1.0000000E-1	3.6420016E+4	1.0012290E-1	3.6464773E+4	-1.2290000E-4	-4.4760197E+1	1.4053614E+1	7.0000000E+0
6.8234296E+2	9.8988953E+1	2.8418240E-6	1.0000000E-1	3.5188668E+4	1.0006310E-1	3.5210871E+4	-6.3100000E-5	-2.2204050E+1	1.4056760E+1	7.0000000E+0
6.8249353E+2	9.8948898E+1	2.8847969E-6	1.0000000E-1	3.4664484E+4	1.0007450E-1	3.4690309E+4	-7.4500000E-5	-2.5825041E+1	1.4059672E+1	7.0000000E+0
6.8264374E+2	9.8903648E+1	2.4497281E-6	1.0000000E-1	4.0820859E+4	1.0009790E-1	4.0860820E+4	-9.7900003E-5	-3.9963619E+1	1.4062964E+1	7.0000000E+0
6.8279401E+2	9.8865051E+1	2.4433441E-6	1.0000000E-1	4.0927516E+4	1.0006020E-1	4.0952152E+4	-6.0200000E-5	-2.4638365E+1	1.4065774E+1	7.0000000E+0
6.8294427E+2	9.8821030E+1	2.4747160E-6	1.0000000E-1	4.0408676E+4	1.0001950E-1	4.0416559E+4	-1.9499999E-5	-7.8796921E+0	1.4068982E+1	7.0000000E+0
6.8309454E+2	9.8782501E+1	2.4783340E-6	1.0000000E-1	4.0349687E+4	1.0003140E-1	4.0362355E+4	-3.1399999E-5	-1.2669802E+1	1.4071792E+1	7.0000000E+0
6.8324481E+2	9.8742905E+1	2.4448370E-6	1.0000000E-1	4.0902523E+4	1.0006740E-1	4.0930090E+4	-6.7399997E-5	-2.7568300E+1	1.4074682E+1	7.0000000E+0
6.8339532E+2	9.8702988E+1	2.5815320E-6	1.0000000E-1	3.8736687E+4	1.0006590E-1	3.8762215E+4	-6.5900000E-5	-2.5527477E+1	1.4077598E+1	7.0000000E+0
6.8354559E+2	9.8665146E+1	2.7426040E-6	1.0000000E-1	3.6461699E+4	1.0008530E-1	3.6492801E+4	-8.5300002E-5	-3.1101830E+1	1.4080364E+1	7.0000000E+0
6.8369586E+2	9.8629608E+1	2.7898620E-6	1.0000000E-1	3.5844066E+4	1.0002300E-1	3.5852312E+4	-2.3000001E-5	-8.2441349E+0	1.4082964E+1	7.0000000E+0
6.8384613E+2	9.8586937E+1	2.8275940E-6	1.0000000E-1	3.5365758E+4	1.0005120E-1	3.5383863E+4	-5.1200001E-5	-1.8107267E+1	1.4086088E+1	7.0000000E+0
6.8399634E+2	9.8553192E+1	2.8595009E-6	1.0000000E-1	3.4971137E+4	1.0007720E-1	3.4998133E+4	-7.7199998E-5	-2.6997717E+1	1.4088560E+1	7.0000000E+0
6.8414691E+2	9.8512848E+1	2.6489770E-6	1.0000000E-1	3.7750422E+4	1.0012910E-1	3.7799156E+4	-1.2909999E-4	-4.8735794E+1	1.4091518E+1	7.0000000E+0
6.8429718E+2	9.8475998E+1	2.4363919E-6	1.0000000E-1	4.1044297E+4	1.0002920E-1	4.1056285E+4	-2.9200000E-5	-1.1984935E+1	1.4094222E+1	7.0000000E+0
6.8444739E+2	9.8440887E+1	2.6222881E-6	1.0000000E-1	3.8134637E+4	9.9951029E-2	3.8115961E+4	4.8970000E-5	1.8674532E+1	1.4096800E+1	7.0000000E+0
6.8459766E+2	9.8406647E+1	2.5768700E-6	1.0000000E-1	3.8806770E+4	1.0009100E-1	3.8842082E+4	-9.1000002E-5	-3.5314159E+1	1.4099316E+1	7.0000000E+0
6.8474792E+2	9.8369850E+1	2.8802810E-6	1.0000000E-1	3.4718836E+4	1.0005350E-1	3.4737410E+4	-5.3500000E-5	-1.8574577E+1	1.4102022E+1	7.0000000E+0
6.8489844E+2	9.8333641E+1	2.6470570E-6	1.0000000E-1	3.7777805E+4	1.0012200E-1	3.7823895E+4	-1.2200000E-4	-4.6088921E+1	1.4104686E+1	7.0000000E+0
6.8504871E+2	9.8299530E+1	2.6881710E-6	1.0000000E-1	3.7200016E+4	1.0015580E-1	3.7257973E+4	-1.5579999E-4	-5.7957623E+1	1.4107198E+1	7.0000000E+0
6.8519897E+2	9.8267067E+1	2.7834760E-6	1.0000000E-1	3.5926301E+4	1.0000940E-1	3.5929680E+4	-9.3999997E-6	-3.3770723E+0	1.4109590E+1	7.0000000E+0
6.8534924E+2	9.8232101E+1	2.8104089E-6	1.0000000E-1	3.5582008E+4	1.0011080E-1	3.5621434E+4	-1.1080000E-4	-3.9424866E+1	1.4112168E+1	7.0000000E+0
